date,open,high,low,close,adj_close,volume
2021-02-23,13984.98046875,13989.240234375,13664.7099609375,13864.8095703125,13864.8095703125,88194700
2021-02-24,13855.849609375,13998.2998046875,13855.849609375,13976.0,13976.0,68922400
2021-02-25,14045.01953125,14051.009765625,13879.169921875,13879.330078125,13879.330078125,95431900
2021-02-26,13685.7998046875,13881.259765625,13673.0703125,13786.2900390625,13786.2900390625,104069400
2021-03-01,13962.4296875,14022.01953125,13873.830078125,14012.8203125,14012.8203125,69566200
2021-03-02,13962.0703125,14101.7900390625,13961.6201171875,14039.7998046875,14039.7998046875,63307700
2021-03-03,14130.8603515625,14197.490234375,13979.73046875,14080.0302734375,14080.0302734375,84766900
2021-03-04,14015.4404296875,14095.8095703125,13959.26953125,14056.33984375,14056.33984375,84620900
2021-03-05,13958.5400390625,14068.0302734375,13868.2001953125,13920.6904296875,13920.6904296875,89791900
2021-03-08,14024.5703125,14402.919921875,13977.1298828125,14380.91015625,14380.91015625,109071900
2021-03-09,14345.509765625,14475.650390625,14309.349609375,14437.9404296875,14437.9404296875,107881800
2021-03-10,14439.4501953125,14560.9697265625,14408.51953125,14540.25,14540.25,95715700
2021-03-11,14553.5400390625,14595.01953125,14515.0703125,14569.3896484375,14569.3896484375,74066400
2021-03-12,14492.4501953125,14527.419921875,14450.7197265625,14502.3896484375,14502.3896484375,69100900
2021-03-15,14504.490234375,14572.240234375,14409.349609375,14461.419921875,14461.419921875,62766600
2021-03-16,14519.7197265625,14601.7900390625,14511.2998046875,14557.580078125,14557.580078125,714300
2021-03-17,14565.2900390625,14601.6298828125,14539.7001953125,14596.6103515625,14596.6103515625,759600
2021-03-18,14673.7197265625,14804.009765625,14669.9501953125,14775.51953125,14775.51953125,104691200
2021-03-19,14697.259765625,14747.5595703125,14563.2099609375,14621.0,14621.0,207441200
2021-03-22,14551.169921875,14677.1201171875,14539.26953125,14657.2099609375,14657.2099609375,66130200
2021-03-23,14582.0703125,14707.3701171875,14516.2197265625,14662.01953125,14662.01953125,73296400
2021-03-24,14543.580078125,14619.0400390625,14523.1201171875,14610.3896484375,14610.3896484375,65084000
2021-03-25,14550.400390625,14621.3603515625,14422.650390625,14621.3603515625,14621.3603515625,80104500
2021-03-26,14714.58984375,14776.3203125,14693.9404296875,14748.9404296875,14748.9404296875,67169800
2021-03-29,14809.7998046875,14845.419921875,14756.0400390625,14817.7197265625,14817.7197265625,71106000
2021-03-30,14897.66015625,15029.7001953125,14890.2802734375,15008.6103515625,15008.6103515625,71173400
2021-03-31,14982.1201171875,15026.490234375,14973.58984375,15008.33984375,15008.33984375,76061700
2021-04-01,15053.76953125,15110.919921875,15032.51953125,15107.169921875,15107.169921875,67886600
2021-04-06,15289.9697265625,15311.8603515625,15209.900390625,15212.6796875,15212.6796875,79478900
2021-04-07,15221.23046875,15242.73046875,15160.2802734375,15176.3603515625,15176.3603515625,59116700
2021-04-08,15236.4404296875,15247.7802734375,15144.1103515625,15202.6796875,15202.6796875,68862100
2021-04-09,15198.1396484375,15243.5595703125,15157.2099609375,15234.16015625,15234.16015625,56870100
2021-04-12,15238.849609375,15275.330078125,15212.240234375,15215.0,15215.0,53646400
2021-04-13,15244.6201171875,15281.650390625,15184.9501953125,15234.3603515625,15234.3603515625,62443500
2021-04-14,15253.58984375,15255.919921875,15191.509765625,15209.150390625,15209.150390625,66666600
2021-04-15,15238.6298828125,15271.6904296875,15227.6298828125,15255.330078125,15255.330078125,61834300
2021-04-16,15277.849609375,15473.830078125,15274.2197265625,15459.75,15459.75,82758000
2021-04-19,15496.8701171875,15501.83984375,15368.1396484375,15368.3896484375,15368.3896484375,61839400
2021-04-20,15361.150390625,15393.1298828125,15109.5400390625,15129.509765625,15129.509765625,76224500
2021-04-21,15179.91015625,15210.6904296875,15071.7802734375,15195.9697265625,15195.9697265625,67077500
2021-04-22,15252.0400390625,15328.330078125,15230.2001953125,15320.51953125,15320.51953125,59628300
2021-04-23,15267.759765625,15309.08984375,15149.349609375,15279.6201171875,15279.6201171875,57798000
2021-04-26,15297.9296875,15325.8896484375,15237.01953125,15296.33984375,15296.33984375,49117600
2021-04-27,15282.83984375,15293.8896484375,15186.759765625,15249.26953125,15249.26953125,54513000
2021-04-28,15320.400390625,15355.2802734375,15266.6103515625,15292.1796875,15292.1796875,79607600
2021-04-29,15326.23046875,15329.7197265625,15085.01953125,15154.2001953125,15154.2001953125,80110800
2021-04-30,15204.3896484375,15244.259765625,15135.91015625,15135.91015625,15135.91015625,75194700
2021-05-03,15191.7900390625,15268.5595703125,15111.2998046875,15236.4697265625,15236.4697265625,48822800
2021-05-04,15259.5,15260.75,14845.26953125,14856.48046875,14856.48046875,89422100
2021-05-05,14969.6298828125,15170.7802734375,14963.76953125,15170.7802734375,15170.7802734375,81587200
2021-05-06,15170.76953125,15281.400390625,15092.76953125,15196.740234375,15196.740234375,77036200
2021-05-07,15348.3203125,15406.41015625,15290.2001953125,15399.650390625,15399.650390625,74562700
2021-05-10,15417.5302734375,15419.4296875,15347.9599609375,15400.41015625,15400.41015625,65162200
2021-05-11,15253.3203125,15255.8896484375,15006.73046875,15119.75,15119.75,80129000
2021-05-12,15144.0400390625,15226.3603515625,15058.1103515625,15150.2197265625,15150.2197265625,79302600
2021-05-13,14967.7998046875,15235.8896484375,14816.349609375,15199.6796875,15199.6796875,64374900
2021-05-14,15301.740234375,15417.240234375,15214.6796875,15416.6396484375,15416.6396484375,69232200
2021-05-17,15432.33984375,15482.23046875,15353.66015625,15396.6201171875,15396.6201171875,67787000
2021-05-18,15514.7197265625,15538.009765625,15344.099609375,15386.580078125,15386.580078125,65843300
2021-05-19,15238.8203125,15266.5302734375,14961.26953125,15113.5595703125,15113.5595703125,75858000
2021-05-20,15207.3203125,15370.259765625,15102.349609375,15370.259765625,15370.259765625,65602300
2021-05-21,15411.0302734375,15467.1904296875,15364.4296875,15437.509765625,15437.509765625,70065600
2021-05-25,15548.2900390625,15568.599609375,15465.08984375,15465.08984375,15465.08984375,92981200
2021-05-26,15520.4404296875,15541.8603515625,15407.48046875,15450.7197265625,15450.7197265625,58668800
2021-05-27,15419.2001953125,15490.0595703125,15350.669921875,15406.73046875,15406.73046875,119417800
2021-05-28,15443.1396484375,15548.7197265625,15435.740234375,15519.98046875,15519.98046875,56862000
2021-05-31,15496.48046875,15499.6396484375,15414.3798828125,15421.1298828125,15421.1298828125,36495900
2021-06-01,15513.1298828125,15685.400390625,15512.3603515625,15567.3603515625,15567.3603515625,56073600
2021-06-02,15570.76953125,15631.01953125,15554.01953125,15602.7099609375,15602.7099609375,51678400
2021-06-03,15591.5400390625,15657.150390625,15477.3203125,15632.669921875,15632.669921875,45339500
2021-06-04,15651.6904296875,15705.8896484375,15607.919921875,15692.900390625,15692.900390625,44669100
2021-06-07,15661.580078125,15732.0595703125,15614.1796875,15677.150390625,15677.150390625,46954400
2021-06-08,15674.41015625,15727.23046875,15638.3203125,15640.599609375,15640.599609375,54921800
2021-06-09,15642.740234375,15669.1396484375,15505.150390625,15581.1396484375,15581.1396484375,50364800
2021-06-10,15610.080078125,15637.9404296875,15513.3603515625,15571.2197265625,15571.2197265625,56997400
2021-06-11,15583.2900390625,15703.83984375,15548.349609375,15693.26953125,15693.26953125,57088600
2021-06-14,15739.8896484375,15802.669921875,15673.6396484375,15673.6396484375,15673.6396484375,46556300
2021-06-15,15744.76953125,15792.349609375,15714.9404296875,15729.51953125,15729.51953125,45999200
2021-06-16,15756.830078125,15759.66015625,15674.6103515625,15710.5703125,15710.5703125,58585900
2021-06-17,15655.3203125,15752.33984375,15649.2197265625,15727.669921875,15727.669921875,62355100
2021-06-18,15720.51953125,15736.9296875,15426.759765625,15448.0400390625,15448.0400390625,126347100
2021-06-21,15391.5,15606.5703125,15309.4404296875,15603.240234375,15603.240234375,61783600
2021-06-22,15587.5703125,15652.75,15518.3095703125,15636.330078125,15636.330078125,53060800
2021-06-23,15674.330078125,15675.900390625,15456.3896484375,15456.3896484375,15456.3896484375,50468000
2021-06-24,15528.5498046875,15606.8896484375,15476.669921875,15589.23046875,15589.23046875,52474600
2021-06-25,15584.900390625,15612.66015625,15533.400390625,15607.9697265625,15607.9697265625,46613700
2021-06-28,15570.7998046875,15668.080078125,15542.169921875,15554.1796875,15554.1796875,43947600
2021-06-29,15565.830078125,15752.9296875,15555.490234375,15690.58984375,15690.58984375,50284300
2021-06-30,15700.0595703125,15709.33984375,15461.2001953125,15531.0400390625,15531.0400390625,63950700
2021-07-01,15624.2802734375,15708.7802734375,15488.490234375,15603.8095703125,15603.8095703125,49570300
2021-07-02,15644.83984375,15705.5302734375,15616.4296875,15650.08984375,15650.08984375,43114700
2021-07-05,15628.419921875,15673.8798828125,15535.2900390625,15661.9697265625,15661.9697265625,29752900
2021-07-06,15615.0703125,15647.8798828125,15466.66015625,15511.3798828125,15511.3798828125,53759400
2021-07-07,15606.9404296875,15700.9501953125,15604.580078125,15692.7099609375,15692.7099609375,59732200
2021-07-08,15584.7197265625,15591.650390625,15304.41015625,15420.6396484375,15420.6396484375,78813200
2021-07-09,15497.9296875,15687.9296875,15479.4404296875,15687.9296875,15687.9296875,60460900
2021-07-12,15675.419921875,15806.900390625,15631.83984375,15790.509765625,15790.509765625,47460900
2021-07-13,15769.509765625,15806.5703125,15747.5703125,15789.6396484375,15789.6396484375,50047700
2021-07-14,15733.1904296875,15810.6796875,15717.830078125,15788.98046875,15788.98046875,41145400
2021-07-15,15737.3603515625,15737.3603515625,15592.009765625,15629.66015625,15629.66015625,62684900
2021-07-16,15682.75,15699.9296875,15476.990234375,15540.3095703125,15540.3095703125,60314700
2021-07-19,15420.1396484375,15423.83984375,15048.5595703125,15133.2001953125,15133.2001953125,85990500
2021-07-20,15234.849609375,15300.2900390625,15091.900390625,15216.26953125,15216.26953125,60029200
2021-07-21,15239.919921875,15443.759765625,15194.5400390625,15422.5,15422.5,65073800
2021-07-22,15533.2197265625,15578.75,15471.4697265625,15514.5400390625,15514.5400390625,50331400
2021-07-23,15603.6904296875,15681.41015625,15583.650390625,15669.2900390625,15669.2900390625,54897600
2021-07-26,15586.66015625,15641.6103515625,15544.9404296875,15618.98046875,15618.98046875,38643700
2021-07-27,15537.8896484375,15586.900390625,15423.5595703125,15519.1298828125,15519.1298828125,44081200
2021-07-28,15538.75,15577.1298828125,15497.099609375,15570.3603515625,15570.3603515625,56569500
2021-07-29,15608.8203125,15659.2197265625,15563.650390625,15640.4697265625,15640.4697265625,51559500
2021-07-30,15493.740234375,15613.66015625,15440.8896484375,15544.3896484375,15544.3896484375,61343800
2021-08-02,15631.7001953125,15702.8896484375,15511.25,15568.73046875,15568.73046875,53799800
2021-08-03,15537.6904296875,15608.0703125,15492.580078125,15555.080078125,15555.080078125,50024700
2021-08-04,15653.650390625,15712.26953125,15600.7998046875,15692.1298828125,15692.1298828125,54854200
2021-08-05,15691.740234375,15751.8798828125,15672.26953125,15744.669921875,15744.669921875,61559300
2021-08-06,15770.849609375,15808.240234375,15737.099609375,15761.4501953125,15761.4501953125,52191600
2021-08-09,15773.509765625,15798.509765625,15699.26953125,15745.41015625,15745.41015625,41278000
2021-08-10,15734.1396484375,15802.150390625,15733.650390625,15770.7099609375,15770.7099609375,37936600
2021-08-11,15792.1201171875,15887.16015625,15724.990234375,15826.08984375,15826.08984375,46983300
2021-08-12,15829.26953125,15964.3798828125,15823.5302734375,15937.509765625,15937.509765625,53018500
2021-08-13,15948.150390625,16030.330078125,15940.8203125,15977.4404296875,15977.4404296875,39905200
2021-08-16,15875.7001953125,15961.1796875,15851.2802734375,15925.73046875,15925.73046875,44305900
2021-08-17,15872.1201171875,15937.4697265625,15811.5703125,15921.9501953125,15921.9501953125,46077200
2021-08-18,15935.2099609375,15969.849609375,15872.990234375,15965.9697265625,15965.9697265625,45355100
2021-08-19,15737.1796875,15804.849609375,15621.98046875,15765.8095703125,15765.8095703125,64752400
2021-08-20,15734.6796875,15808.0400390625,15656.2802734375,15808.0400390625,15808.0400390625,49982700
2021-08-23,15930.7197265625,15930.7197265625,15799.58984375,15852.7900390625,15852.7900390625,39880400
2021-08-24,15897.8603515625,15918.7197265625,15856.0498046875,15905.849609375,15905.849609375,42750500
2021-08-25,15912.849609375,15932.6201171875,15853.3203125,15860.66015625,15860.66015625,35537700
2021-08-26,15773.7099609375,15834.91015625,15701.849609375,15793.6201171875,15793.6201171875,39681200
2021-08-27,15778.919921875,15859.76953125,15752.08984375,15851.75,15851.75,32126500
2021-08-30,15856.7099609375,15896.73046875,15847.66015625,15887.3095703125,15887.3095703125,27220800
2021-08-31,15929.259765625,16006.759765625,15761.5703125,15835.08984375,15835.08984375,75099900
2021-09-01,15958.41015625,15981.7001953125,15773.4404296875,15824.2900390625,15824.2900390625,53324100
2021-09-02,15813.5703125,15874.669921875,15810.76953125,15840.58984375,15840.58984375,37299100
2021-09-03,15841.4501953125,15868.6904296875,15690.01953125,15781.2001953125,15781.2001953125,40901200
2021-09-06,15818.4404296875,15959.740234375,15814.6298828125,15932.1201171875,15932.1201171875,31915300
2021-09-07,15896.5595703125,15927.76953125,15826.8603515625,15843.08984375,15843.08984375,45060200
2021-09-08,15714.6103515625,15755.2998046875,15590.41015625,15610.2802734375,15610.2802734375,62575800
2021-09-09,15499.4501953125,15693.2197265625,15453.9599609375,15623.150390625,15623.150390625,54613000
2021-09-10,15648.8896484375,15702.599609375,15574.9404296875,15609.8095703125,15609.8095703125,55580900
2021-09-13,15681.169921875,15787.66015625,15674.16015625,15701.419921875,15701.419921875,50515500
2021-09-14,15697.7197265625,15763.580078125,15663.419921875,15722.990234375,15722.990234375,51343400
2021-09-15,15731.48046875,15740.009765625,15613.7197265625,15616.0,15616.0,58969400
2021-09-16,15666.6298828125,15745.1904296875,15638.23046875,15651.75,15651.75,54362800
2021-09-17,15774.5703125,15791.900390625,15455.5400390625,15490.169921875,15490.169921875,158392800
2021-09-20,15259.5,15262.759765625,15019.490234375,15132.0595703125,15132.0595703125,96690100
2021-09-21,15265.0302734375,15394.330078125,15205.7001953125,15348.5302734375,15348.5302734375,61546200
2021-09-22,15463.240234375,15508.419921875,15378.9296875,15506.740234375,15506.740234375,54135200
2021-09-23,15630.009765625,15695.650390625,15593.7197265625,15643.9697265625,15643.9697265625,54651300
2021-09-24,15562.1396484375,15573.4599609375,15497.169921875,15531.75,15531.75,49967000
2021-09-27,15699.009765625,15704.0498046875,15552.08984375,15573.8798828125,15573.8798828125,59034800
2021-09-28,15542.0302734375,15542.41015625,15232.9697265625,15248.5595703125,15248.5595703125,75174800
2021-09-29,15357.0,15422.75,15301.349609375,15365.26953125,15365.26953125,56303700
2021-09-30,15434.330078125,15448.51953125,15246.0,15260.6904296875,15260.6904296875,74664500
2021-10-01,15041.599609375,15262.75,14983.7998046875,15156.4404296875,15156.4404296875,66029600
2021-10-04,15061.8603515625,15175.25,15016.9296875,15036.5498046875,15036.5498046875,52650700
2021-10-05,15055.400390625,15202.2001953125,15011.4404296875,15194.490234375,15194.490234375,60532800
2021-10-06,15040.099609375,15049.490234375,14818.7099609375,14973.330078125,14973.330078125,96189400
2021-10-07,15162.75,15253.2900390625,15116.4697265625,15250.8603515625,15250.8603515625,76332700
2021-10-08,15242.759765625,15267.919921875,15184.759765625,15206.1298828125,15206.1298828125,59531300
2021-10-11,15115.4599609375,15202.740234375,15094.4404296875,15199.1396484375,15199.1396484375,75309100
2021-10-12,15025.349609375,15174.2900390625,15012.0703125,15146.8701171875,15146.8701171875,60955500
2021-10-13,15130.7998046875,15302.4296875,15109.6103515625,15249.3798828125,15249.3798828125,69662700
2021-10-14,15350.7197265625,15464.3798828125,15303.3896484375,15462.7197265625,15462.7197265625,60002700
2021-10-15,15481.2197265625,15598.580078125,15465.9296875,15587.3603515625,15587.3603515625,73666300
2021-10-18,15518.58984375,15542.169921875,15416.01953125,15474.4697265625,15474.4697265625,49463100
2021-10-19,15510.990234375,15527.9697265625,15457.4296875,15515.830078125,15515.830078125,49579400
2021-10-20,15473.5595703125,15567.0703125,15465.0302734375,15522.919921875,15522.919921875,54739200
2021-10-21,15408.7998046875,15532.9404296875,15406.58984375,15472.5595703125,15472.5595703125,54649400
2021-10-22,15507.990234375,15614.759765625,15492.2900390625,15542.98046875,15542.98046875,49948500
2021-10-25,15580.580078125,15618.8798828125,15531.9501953125,15599.23046875,15599.23046875,51296300
2021-10-26,15652.91015625,15781.0,15650.349609375,15757.0595703125,15757.0595703125,56055900
2021-10-27,15725.400390625,15744.7900390625,15671.58984375,15705.8095703125,15705.8095703125,73429300
2021-10-28,15681.51953125,15706.3896484375,15629.330078125,15696.330078125,15696.330078125,78877800
2021-10-29,15579.900390625,15689.66015625,15495.509765625,15688.76953125,15688.76953125,80569400
2021-11-01,15764.5498046875,15849.400390625,15760.349609375,15806.2900390625,15806.2900390625,49160900
2021-11-02,15825.26953125,15960.2099609375,15824.1103515625,15954.4501953125,15954.4501953125,60596100
2021-11-03,15957.150390625,15972.7099609375,15922.099609375,15959.98046875,15959.98046875,74344600
2021-11-04,16035.900390625,16064.7900390625,15997.6298828125,16029.650390625,16029.650390625,76262400
2021-11-05,16011.5703125,16084.900390625,16008.400390625,16054.3603515625,16054.3603515625,75298200
2021-11-08,16040.849609375,16068.73046875,16016.2001953125,16046.51953125,16046.51953125,48903600
2021-11-09,16026.740234375,16104.1298828125,16022.6396484375,16040.4697265625,16040.4697265625,61428000
2021-11-10,16053.0,16076.5595703125,15985.900390625,16067.830078125,16067.830078125,62124400
2021-11-11,16067.33984375,16114.5498046875,16032.5,16083.1103515625,16083.1103515625,56626200
2021-11-12,16100.080078125,16122.759765625,16065.0595703125,16094.0703125,16094.0703125,60302900
2021-11-15,16109.41015625,16149.8701171875,16072.2900390625,16148.6396484375,16148.6396484375,53296600
2021-11-16,16174.3095703125,16266.259765625,16157.580078125,16247.8603515625,16247.8603515625,56783300
2021-11-17,16248.3203125,16283.51953125,16240.509765625,16251.1298828125,16251.1298828125,54131500
2021-11-18,16262.2900390625,16290.1904296875,16193.33984375,16221.73046875,16221.73046875,57887500
2021-11-19,16269.2197265625,16282.8701171875,16092.6298828125,16159.9697265625,16159.9697265625,105496400
2021-11-22,16188.5400390625,16202.76953125,16090.5400390625,16115.6904296875,16115.6904296875,65473700
2021-11-23,15987.2001953125,16054.3798828125,15866.009765625,15937.0,15937.0,91000000
2021-11-24,15942.2802734375,15974.2998046875,15740.599609375,15878.3896484375,15878.3896484375,87886600
2021-11-25,15928.3798828125,15962.5400390625,15865.41015625,15917.98046875,15917.98046875,57275800
2021-11-26,15383.900390625,15540.2900390625,15244.4599609375,15257.0400390625,15257.0400390625,133308100
2021-11-29,15418.2802734375,15441.91015625,15237.8701171875,15280.8603515625,15280.8603515625,95660000
2021-11-30,15117.6298828125,15280.0400390625,15015.419921875,15100.1298828125,15100.1298828125,152644300
2021-12-01,15233.3701171875,15509.4599609375,15187.08984375,15472.669921875,15472.669921875,86134400
2021-12-02,15300.73046875,15373.51953125,15172.900390625,15263.1103515625,15263.1103515625,93605500
2021-12-03,15422.900390625,15422.900390625,15101.7099609375,15169.98046875,15169.98046875,80653400
2021-12-06,15323.2001953125,15415.4599609375,15150.5400390625,15380.7900390625,15380.7900390625,74842900
2021-12-07,15546.7001953125,15827.9404296875,15544.7900390625,15813.9404296875,15813.9404296875,86195400
2021-12-08,15781.0498046875,15834.0400390625,15683.669921875,15687.08984375,15687.08984375,72088200
2021-12-09,15705.9296875,15721.48046875,15613.400390625,15639.259765625,15639.259765625,60664300
2021-12-10,15572.6904296875,15689.5,15550.4501953125,15623.3095703125,15623.3095703125,58755300
2021-12-13,15653.5703125,15794.3095703125,15591.6201171875,15621.7197265625,15621.7197265625,56995000
2021-12-14,15680.349609375,15697.98046875,15448.4501953125,15453.5595703125,15453.5595703125,62436700
2021-12-15,15503.6396484375,15531.0400390625,15451.740234375,15476.349609375,15476.349609375,54560500
2021-12-16,15708.9404296875,15780.9296875,15621.5703125,15636.400390625,15636.400390625,87304300
2021-12-17,15599.75,15609.509765625,15419.5498046875,15531.6904296875,15531.6904296875,140842600
2021-12-20,15152.5595703125,15296.080078125,15060.099609375,15239.669921875,15239.669921875,69118800
2021-12-21,15379.080078125,15452.419921875,15305.6103515625,15447.4404296875,15447.4404296875,53329700
2021-12-22,15474.83984375,15593.4697265625,15425.16015625,15593.4697265625,15593.4697265625,42996600
2021-12-23,15660.7802734375,15768.4501953125,15622.599609375,15756.3095703125,15756.3095703125,43253900
2021-12-27,15705.5302734375,15854.6201171875,15697.4404296875,15835.25,15835.25,28899600
2021-12-28,15839.1904296875,15974.7900390625,15832.9599609375,15963.7001953125,15963.7001953125,34021000
2021-12-29,15952.4697265625,15955.0302734375,15803.58984375,15852.25,15852.25,34973900
2021-12-30,15837.5595703125,15890.740234375,15834.5703125,15884.8603515625,15884.8603515625,32456600
2022-01-03,15947.4404296875,16069.3798828125,15943.16015625,16020.73046875,16020.73046875,56865800
2022-01-04,16069.7998046875,16202.580078125,16036.51953125,16152.6103515625,16152.6103515625,75187400
2022-01-05,16177.4404296875,16285.349609375,16161.7197265625,16271.75,16271.75,68244500
2022-01-06,16076.16015625,16156.5595703125,15988.6298828125,16052.0302734375,16052.0302734375,75756700
2022-01-07,15999.01953125,16044.2802734375,15862.7099609375,15947.740234375,15947.740234375,74469300
2022-01-10,16006.4404296875,16015.33984375,15724.23046875,15768.26953125,15768.26953125,82834300
2022-01-11,15918.8203125,15979.990234375,15880.3896484375,15941.8095703125,15941.8095703125,74622100
2022-01-12,16054.9296875,16061.5,15955.5400390625,16010.3203125,16010.3203125,69357000
2022-01-13,15959.830078125,16090.2900390625,15941.7802734375,16031.58984375,16031.58984375,72976100
2022-01-14,15929.3701171875,15970.7001953125,15833.73046875,15883.240234375,15883.240234375,80457700
2022-01-17,15948.900390625,15962.7001953125,15894.76953125,15933.7197265625,15933.7197265625,46576400
2022-01-18,15839.150390625,15843.580078125,15669.349609375,15772.5595703125,15772.5595703125,70557600
2022-01-19,15639.4501953125,15898.0498046875,15629.8603515625,15809.7197265625,15809.7197265625,74923900
2022-01-20,15837.240234375,15912.330078125,15737.330078125,15912.330078125,15912.330078125,62979800
2022-01-21,15694.8203125,15728.2900390625,15456.8701171875,15603.8798828125,15603.8798828125,105899500
2022-01-24,15499.6103515625,15587.3896484375,14952.669921875,15011.1298828125,15011.1298828125,115815500
2022-01-25,15139.0703125,15205.75,14979.1103515625,15123.8701171875,15123.8701171875,86066500
2022-01-26,15273.0595703125,15524.9599609375,15272.8701171875,15459.3896484375,15459.3896484375,82970700
2022-01-27,15229.98046875,15582.4501953125,15197.5302734375,15524.26953125,15524.26953125,105993600
2022-01-28,15411.8603515625,15416.58984375,15122.650390625,15318.9501953125,15318.9501953125,91381200
2022-01-31,15506.7900390625,15566.3798828125,15338.1904296875,15471.2001953125,15471.2001953125,88305600
2022-02-01,15620.5595703125,15687.9599609375,15537.0498046875,15619.3896484375,15619.3896484375,74929400
2022-02-02,15689.16015625,15736.51953125,15604.990234375,15613.76953125,15613.76953125,66319500
2022-02-03,15565.9404296875,15602.5,15367.16015625,15368.4697265625,15368.4697265625,104951100
2022-02-04,15410.73046875,15423.9404296875,15060.48046875,15099.5595703125,15099.5595703125,93799100
2022-02-07,15220.080078125,15256.080078125,15076.8896484375,15206.6396484375,15206.6396484375,71120600
2022-02-08,15221.7001953125,15338.0,15158.7998046875,15242.3798828125,15242.3798828125,80957900
2022-02-09,15356.9501953125,15513.9404296875,15351.48046875,15482.009765625,15482.009765625,85342900
2022-02-10,15597.0595703125,15614.4697265625,15413.3701171875,15490.4404296875,15490.4404296875,94694700
2022-02-11,15353.8603515625,15511.33984375,15308.6904296875,15425.1201171875,15425.1201171875,100055100
2022-02-14,15065.73046875,15150.5400390625,14844.099609375,15113.9697265625,15113.9697265625,119705200
2022-02-15,15077.3203125,15418.41015625,15068.330078125,15412.7099609375,15412.7099609375,83214500
2022-02-16,15431.26953125,15542.83984375,15374.0,15396.0703125,15396.0703125,31633100
2022-02-17,15404.1396484375,15440.080078125,15206.400390625,15267.6298828125,15267.6298828125,78678300
2022-02-18,15278.66015625,15317.3896484375,14989.0498046875,15042.509765625,15042.509765625,87529800
2022-02-21,15186.6298828125,15192.4697265625,14617.66015625,14731.1201171875,14731.1201171875,78145800
2022-02-22,14365.0595703125,14782.16015625,14357.8603515625,14693.0,14693.0,115316300
2022-02-23,14754.2197265625,14901.08984375,14586.349609375,14631.3603515625,14631.3603515625,89094500
2022-02-24,13989.41015625,14221.7099609375,13807.2802734375,14052.099609375,14052.099609375,219860100
2022-02-25,14230.08984375,14567.6201171875,14027.9296875,14567.23046875,14567.23046875,160377100
2022-02-28,14263.73046875,14510.76953125,14106.8896484375,14461.01953125,14461.01953125,160848700
2022-03-01,14404.2197265625,14448.6103515625,13904.849609375,13904.849609375,13904.849609375,145245900
2022-03-02,13836.9296875,14114.7900390625,13707.8603515625,14000.1103515625,14000.1103515625,158825300
2022-03-03,13990.25,14057.150390625,13669.099609375,13698.400390625,13698.400390625,118913500
2022-03-04,13485.98046875,13562.599609375,13094.5400390625,13094.5400390625,13094.5400390625,178566000
2022-03-07,12614.080078125,13150.349609375,12438.849609375,12834.650390625,12834.650390625,192412700
2022-03-08,12673.8896484375,13106.7802734375,12672.0,12831.509765625,12831.509765625,172923800
2022-03-09,13215.0595703125,13847.9296875,13199.6796875,13847.9296875,13847.9296875,177828900
2022-03-10,13819.4404296875,13829.9697265625,13341.7900390625,13442.099609375,13442.099609375,148856700
2022-03-11,13479.6904296875,13943.9697265625,13407.9697265625,13628.1103515625,13628.1103515625,130836100
2022-03-14,13827.2197265625,14082.0595703125,13815.7998046875,13929.1103515625,13929.1103515625,118949300
2022-03-15,13768.4404296875,13974.83984375,13577.8095703125,13917.26953125,13917.26953125,101279000
2022-03-16,14245.76953125,14553.099609375,14183.259765625,14440.740234375,14440.740234375,138610100
2022-03-17,14500.0498046875,14509.23046875,14243.9404296875,14388.0595703125,14388.0595703125,96870400
2022-03-18,14374.41015625,14413.08984375,14109.7900390625,14413.08984375,14413.08984375,181197700
2022-03-21,14385.8203125,14457.2998046875,14306.259765625,14326.9697265625,14326.9697265625,69806300
2022-03-22,14365.669921875,14508.009765625,14343.33984375,14473.2001953125,14473.2001953125,79554100
2022-03-23,14532.83984375,14539.3095703125,14226.4296875,14283.650390625,14283.650390625,76384100
2022-03-24,14305.7998046875,14375.8203125,14187.8203125,14273.7900390625,14273.7900390625,77315500
2022-03-25,14332.259765625,14428.0302734375,14247.3798828125,14305.759765625,14305.759765625,73042400
2022-03-28,14376.0,14627.580078125,14371.900390625,14417.3701171875,14417.3701171875,70588000
2022-03-29,14592.740234375,14925.25,14553.7099609375,14820.330078125,14820.330078125,99659400
2022-03-30,14712.3203125,14744.7197265625,14555.8701171875,14606.0498046875,14606.0498046875,76506500
2022-03-31,14674.830078125,14732.0,14404.0302734375,14414.75,14414.75,88194400
2022-04-01,14447.7802734375,14506.01953125,14403.08984375,14446.48046875,14446.48046875,72477600
2022-04-04,14503.9599609375,14535.0703125,14334.099609375,14518.16015625,14518.16015625,69362800
2022-04-05,14504.7998046875,14603.4404296875,14347.330078125,14424.3603515625,14424.3603515625,79130600
2022-04-06,14402.16015625,14437.91015625,14027.1796875,14151.6904296875,14151.6904296875,104304600
2022-04-07,14187.1298828125,14315.349609375,14069.5302734375,14078.150390625,14078.150390625,84791200
2022-04-08,14275.8701171875,14321.8203125,14178.2802734375,14283.669921875,14283.669921875,74244800
2022-04-11,14162.9697265625,14298.01953125,14094.830078125,14192.7802734375,14192.7802734375,69814800
2022-04-12,13956.5595703125,14180.08984375,13887.1103515625,14124.9501953125,14124.9501953125,104676200
